Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Max Heart Rate,Relative Effort,Commute,Activity Private Note,Activity Gear,Filename,Athlete Weight,Bike Weight,Elapsed Time,Moving Time,Distance,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Max Cadence,Average Cadence,Max Heart Rate,Average Heart Rate,Max Watts,Average Watts,Calories,Max Temperature,Average Temperature,Relative Effort,Total Work,Number of Runs,Uphill Time,Downhill Time,Other Time,Perceived Exertion,Type,Start Time,Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,Commute,Total Weight Lifted,From Upload,Grade Adjusted Distance,Weather Observation Time,Weather Condition,Weather Temperature,Apparent Temperature,Dewpoint,Humidity,Weather Pressure,Wind Speed,Wind Gust,Wind Bearing,Precipitation Intensity,Sunrise Time,Sunset Time,Moon Phase,Bike,Gear,Precipitation Probability,Precipitation Type,Cloud Cover,Weather Visibility,UV Index,Weather Ozone,Jump Count,Total Grit,Average Flow,Flagged,Average Elapsed Speed,Dirt Distance,Newly Explored Distance,Newly Explored Dirt Distance,Activity Count,Total Steps,Carbon Saved,Pool Length,Training Load,Intensity,Average Grade Adjusted Pace,Timer Time,Total Cycles,Recovery,With Pet,Competition,Long Run,For a Cause,With Kid,Downhill Distance,Total Sets,Total Reps,Media
19178099344,"Jul 4, 2026, 2:00:04 PM",Morning Run,Run,,4513,13.45,177.0,102,false,,,activities/20294526522.fit.gz,,,4513.0,4443.0,13458.4,4.734,3.029,44.2,51.4,266.2,288.6,20.1,-0.1,,,,,177.0,165.0,,157.0,603.0,,,102.0,,,,,,,,,157.0,4514.0,,,0.0,,1.0,13605.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.982,13279.7,,,,12714.0,0.0,,255.0,143.0,3.062,,,,,,,,,,,,""
19164944888,"Jul 3, 2026, 3:09:52 PM",Morning Run,Run,slept in😭,2210,6.44,174.0,43,false,,,activities/20281196989.fit.gz,,,2210.0,2153.0,6445.8,4.68,2.994,20.4,16.8,269.4,287.2,42.0,0.0,,,,,174.0,162.0,,156.0,285.0,,,43.0,,,,,,,,,154.0,2212.0,,,0.0,,1.0,6476.7,,,,,,,,,,,,,,,,,,,,,,,,,,,2.917,6172.3,,,,6064.0,0.0,,120.0,140.0,3.008,,,,,,,,,,,,""
19151285528,"Jul 2, 2026, 1:24:48 PM",Morning Run,Run,,3389,9.67,175.0,82,false,,,activities/20267355336.fit.gz,,,3389.0,3356.0,9671.8,4.132,2.882,38.4,35.4,266.2,287.8,14.2,0.0,,,,,175.0,166.0,,150.0,446.0,,,82.0,,,,,,,,,150.0,3391.0,,,0.0,,1.0,9738.8,,,,,,,,,,,,,,,,,,,,,,,,,,,2.854,9397.9,,,,9518.0,0.0,,174.0,136.0,2.902,,,,,,,,,,,,""
19137846103,"Jul 1, 2026, 1:02:03 PM",Morning Run,Run,feels like is 86:/,3617,9.70,173.0,69,false,,,activities/20253731889.fit.gz,,,3617.0,3607.0,9708.3,3.765,2.692,41.0,34.6,268.4,288.2,23.9,0.0,,,,,173.0,161.0,,140.0,467.0,,,69.0,,,,,,,,,140.0,3619.0,,,0.0,,1.0,9770.1,,,,,,,,,,,,,,,,,,,,,,,,,,,2.684,8456.1,,,,10132.0,0.0,,162.0,127.0,2.709,,,,,,,,,,,,""
19131809805,"Jun 30, 2026, 11:04:45 AM",Morning Run,Run,,3468,9.67,175.0,77,false,,,activities/20247595539.fit.gz,,,3468.0,3363.0,9673.2,4.58,2.876,38.2,41.0,266.8,288.2,37.1,0.0,,,,,175.0,165.0,,150.0,446.0,,,77.0,,,,,,,,,148.0,3470.0,,,0.0,,1.0,9776.2,,,,,,,,,,,,,,,,,,,,,,,,,,,2.789,9382.9,,,,9496.0,0.0,,175.0,135.0,2.907,,,,,,,,,,,,""
19109984304,"Jun 29, 2026, 11:48:26 AM",Morning Run,Run,"Woke up early thinking it wouldn’t be hot. I was wrong, feels like is 78 rn 🥵😭",3199,9.69,182.0,74,false,,,activities/20225451401.fit.gz,,,3199.0,3186.0,9692.0,4.26,3.042,38.2,37.6,269.0,288.0,16.2,0.0,,,,,182.0,166.0,,158.0,434.0,,,74.0,,,,,,,,,158.0,3201.0,,,0.0,,1.0,9749.9,,,,,,,,,,,,,,,,,,,,,,,,,,,3.03,9355.8,,,,9040.0,0.0,,183.0,144.0,3.06,,,,,,,,,,,,""
19088234807,"Jun 27, 2026, 2:36:23 PM",Morning Run,Run,,3158,9.77,184.0,82,false,,,activities/20203276070.fit.gz,,,3158.0,3153.0,9773.7,5.16,3.1,31.6,33.8,267.6,287.8,5.6,0.0,,,,,184.0,169.0,,160.0,438.0,,,82.0,,,,,,,,,160.0,3160.0,,,0.0,,1.0,9803.8,,,,,,,,,,,,,,,,,,,,,,,,,,,3.095,9506.0,,,,8964.0,0.0,,185.0,145.0,3.109,,,,,,,,,,,,""
19076241575,"Jun 26, 2026, 4:54:09 PM",Lunch Run,Run,had a lottle of pancakes before this 🥞🤢,3291,6.45,174.0,50,false,,,activities/20191073326.fit.gz,,,3291.0,2255.0,6449.6,5.1,2.86,20.8,21.8,266.8,277.2,10.1,0.0,,,,,174.0,164.0,,151.0,290.0,,,50.0,,,,,,,,,146.0,2450.0,,,0.0,,1.0,6682.1,,,,,,,,,,,,,,,,,,,,,,,,,,,1.96,5231.5,,,,6632.0,0.0,,120.0,133.0,2.963,,,,,,,,,,,,""
19068713824,"Jun 26, 2026, 1:08:32 AM",shakeout ig 🤷‍♀️,Run,"",1631,4.43,170.0,36,false,,,activities/20183428040.fit.gz,,,1631.0,1609.0,4429.8,4.541,2.753,8.8,14.2,268.6,277.6,34.6,-0.1,,,,,170.0,163.0,,143.0,207.0,,,36.0,,,,,,,,,141.0,1628.0,,,0.0,,1.0,4452.6,,,,,,,,,,,,,,,,,,,,,,,,,,,2.716,1339.9,,,,4514.0,0.0,,74.0,128.0,2.767,,,,,,,,,,,,""
19068713618,"Jun 26, 2026, 12:06:32 AM",6-7 😝,Run,yk the drill 😏,3645,10.80,189.0,101,false,,,activities/20183427783.fit.gz,,,3645.0,3076.0,10802.4,5.628,3.512,61.4,61.2,268.0,288.4,49.9,0.0,,,,,189.0,175.0,,183.0,487.0,,,101.0,,,,,,,,,172.0,3646.0,,,0.0,,1.0,11223.9,,,,,,,,,,,,,,,,,,,,,,,,,,,2.964,10824.4,,,,9112.0,0.0,,247.0,156.0,3.649,,,,,,,,,,,,media/1CD8FA60-6626-48E5-A7A3-CA0B2887C701.jpg
19054535658,"Jun 24, 2026, 8:19:55 PM",Afternoon Run,Run,longg dayy 🙄,3642,10.48,174.0,68,false,,,activities/20169050256.fit.gz,,,3642.0,3502.0,10486.2,5.56,2.994,40.2,38.0,268.2,288.2,25.5,0.0,,,,,174.0,156.0,,157.0,465.0,,,68.0,,,,,,,,,155.0,3644.0,,,0.0,,1.0,10597.4,,,,,,,,,,,,,,,,,,,,,,,,,,,2.879,8840.3,,,,9970.0,0.0,,201.0,141.0,3.026,,,,,,,,,,,,""
19036885466,"Jun 23, 2026, 2:04:39 PM",Morning Run,Run,Never Have I Ever does get wayy better 😁!!,3300,9.67,182.0,84,false,,,activities/20151150838.fit.gz,,,3300.0,3266.0,9675.0,4.24,2.962,41.2,43.8,267.4,288.8,24.3,0.0,,,,,182.0,167.0,,155.0,442.0,,,84.0,,,,,,,,,154.0,3303.0,,,0.0,,1.0,9745.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.932,9227.2,,,,9220.0,0.0,,179.0,140.0,2.984,,,,,,,,,,,,""
19029485582,"Jun 23, 2026, 12:08:46 AM",Evening Run,Run,,3112,9.68,182.0,85,false,,,activities/20143647158.fit.gz,,,3112.0,3106.0,9683.3,4.94,3.118,23.8,26.4,267.8,280.0,13.5,0.0,,,,,182.0,169.0,,161.0,427.0,,,85.0,,,,,,,,,161.0,3113.0,,,0.0,,1.0,9714.8,,,,,,,,,,,,,,,,,,,,,,,,,,,3.112,5678.1,,,,8724.0,0.0,,184.0,146.0,3.128,,,,,,,,,,,,""
18998303558,"Jun 20, 2026, 1:40:46 PM",Morning Run,Run,okay watched the first couple of episodes for never have I ever and cannot get into it please tell me it gets better 😭,3491,9.66,173.0,69,false,,,activities/20111937104.fit.gz,,,3491.0,3149.0,9665.3,6.017,3.069,71.4,46.6,244.8,273.2,43.4,0.3,,,,,173.0,163.0,,159.0,427.0,,,69.0,,,,,,,,,156.0,3343.0,,,0.0,,1.0,10026.1,,,,,,,,,,,,,,,,,,,,,,,,,,,2.769,9508.4,,,,9078.0,0.0,,187.0,142.0,3.184,,,,,,,,,,,,""
18984980379,"Jun 19, 2026, 1:22:35 PM",Morning Run,Run,finished binging xo kitty last night 🤷‍♀️,3320,9.80,176.0,82,false,,,activities/20098408144.fit.gz,,,3320.0,3156.0,9806.5,5.58,3.107,37.6,46.4,265.6,288.0,26.7,-0.1,,,,,176.0,168.0,,162.0,439.0,,,82.0,,,,,,,,,159.0,3322.0,,,0.0,,1.0,9892.5,,,,,,,,,,,,,,,,,,,,,,,,,,,2.954,9387.3,,,,8880.0,0.0,,193.0,145.0,3.135,,,,,,,,,,,,""
18972549187,"Jun 18, 2026, 1:10:46 PM",Morning Run,Run,"with carly and manita:)
we made pancakes 😋",2686,8.05,177.0,67,false,,,activities/20085804069.fit.gz,,,2686.0,2662.0,8051.4,4.98,3.025,37.6,39.6,267.4,287.4,24.1,0.0,,,,,177.0,167.0,,157.0,365.0,,,67.0,,,,,,,,,156.0,2687.0,,,0.0,,1.0,8138.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.998,2312.9,,,,7508.0,0.0,,150.0,142.0,3.057,,,,,,,,,,,,""
18958777579,"Jun 17, 2026, 1:00:41 PM",rainy run 🌧️,Run,got soaked. loved it.,3137,9.89,172.0,83,false,,,activities/20071848771.fit.gz,,,3137.0,3125.0,9893.8,5.3,3.166,33.2,36.8,268.0,287.8,24.6,0.0,,,,,172.0,168.0,,164.0,444.0,,,83.0,,,,,,,,,164.0,3137.0,,,0.0,,1.0,9919.7,,,,,,,,,,,,,,,,,,,,,,,,,,,3.154,9419.8,,,,8882.0,0.0,,193.0,149.0,3.174,,,,,,,,,,,,""
18944790965,"Jun 16, 2026, 2:36:57 PM",oof imma take a nice long nap today,Run,"figured out what chud is and am afraid I am the chud, not me and [strava://athletes/119335171/16]Manita Mahapatra starting xo kitty and almost finishing the first season last night (we were up past 2am) 😅",2417,6.45,178.0,51,false,,,activities/20057669683.fit.gz,,,2417.0,2021.0,6454.6,4.32,3.194,36.2,35.2,269.6,288.2,6.9,0.0,,,,,178.0,166.0,,167.0,288.0,,,51.0,,,,,,,,,162.0,2221.0,,,0.0,,1.0,6773.4,,,,,,,,,,,,,,,,,,,,,,,,,,,2.67,6064.2,,,,6018.0,0.0,,133.0,147.0,3.352,,,,,,,,,,,,""
18930123352,"Jun 15, 2026, 1:45:05 PM",Morning Run,Run,someone please define chud,3358,9.96,172.0,63,false,,,activities/20042800877.fit.gz,,,3358.0,3346.0,9959.8,4.44,2.977,36.6,30.8,269.2,288.4,9.6,0.0,,,,,172.0,161.0,,155.0,441.0,,,63.0,,,,,,,,,155.0,3358.0,,,0.0,,1.0,10028.2,,,,,,,,,,,,,,,,,,,,,,,,,,,2.966,8711.2,,,,9416.0,0.0,,185.0,141.0,2.997,,,,,,,,,,,,""
18918682155,"Jun 14, 2026, 1:50:35 PM",Morning Run,Run,,4027,9.69,173.0,33,false,,,activities/20031175624.fit.gz,,,4027.0,3365.0,9693.7,4.18,2.881,40.2,40.8,268.4,279.6,24.6,0.0,,,,,173.0,149.0,,149.0,424.0,,,33.0,,,,,,,,,145.0,3651.0,,,0.0,,1.0,9787.9,,,,,,,,,,,,,,,,,,,,,,,,,,,2.407,5653.6,,,,9510.0,0.0,,176.0,132.0,2.909,,,,,,,,,,,,""
18920205283,"Jun 13, 2026, 4:18:31 PM",Lunch Ride,Ride,,2204,7.78,118.0,3,false,,Raven,activities/20032721160.fit.gz,,94394200000.0,2204.0,2204.0,7788.4,6.64,3.534,28.0,30.0,260.6,272.6,8.1,-0.1,,,,,118.0,92.0,,,78.0,,,3.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,16288604.0,,,,,,,,,,,,3.534,7301.7,,,,,0.0,,,,,,,,,,,,,,,,""
18891513334,"Jun 12, 2026, 10:44:07 AM",Casual Run 🤷‍♀️,Run,decided to go a tad bit longer with [strava://athletes/119335171/16]Manita Mahapatra:),13768,32.24,179.0,236,false,,,activities/20003570429.fit.gz,,,13768.0,10962.0,32239.9,6.985,2.941,155.6,156.2,269.0,303.0,47.3,0.0,,,,,179.0,163.0,,152.0,1438.0,,,236.0,,,,,,,,,146.0,12612.0,,,0.0,,1.0,33206.8,,,,,,,,,,,,,,,,,,,,,,,,,,,2.342,23052.1,,,,32104.0,0.0,,618.0,133.0,3.029,,,,,,,,,,,,media/DE3BC8BC-0934-4EEB-8838-BC262C73A067.jpg|media/DAF32364-196F-4C60-9FD5-A3270D4879D2.jpg|media/F33A38E2-AE15-48CB-8B7C-1E4A4001713C.jpg|media/A80BE4F8-A9E9-4866-BCEB-A8694BF19817.mp4
18879106743,"Jun 11, 2026, 2:20:49 PM",Morning Run,Run,we saw the cutest ever baby deer 🦌 🫶,2262,6.46,178.0,46,false,,,activities/19990974619.fit.gz,,,2262.0,2136.0,6463.2,4.36,3.026,33.6,37.0,267.4,282.6,48.3,-0.1,,,,,178.0,164.0,,155.0,287.0,,,46.0,,,,,,,,,151.0,2263.0,,,0.0,,1.0,6508.1,,,,,,,,,,,,,,,,,,,,,,,,,,,2.857,6184.4,,,,6002.0,0.0,,118.0,137.0,3.047,,,,,,,,,,,,""
18864739038,"Jun 10, 2026, 12:14:46 PM",Morning Run,Run,,3285,9.66,176.0,63,false,,,activities/19976398648.fit.gz,,,3285.0,3120.0,9662.5,5.71,3.097,51.4,51.0,270.0,290.4,19.4,0.0,,,,,176.0,161.0,,162.0,428.0,,,63.0,,,,,,,,,160.0,3286.0,,,0.0,,1.0,9803.9,,,,,,,,,,,,,,,,,,,,,,,,,,,2.941,7957.3,,,,8894.0,0.0,,192.0,145.0,3.142,,,,,,,,,,,,""
18865591570,"Jun 9, 2026, 10:50:14 PM",Afternoon Ride,Ride,,4764,14.50,132.0,7,false,,Raven,activities/19977274668.fit.gz,,94394200000.0,4764.0,4028.0,14506.0,7.5,3.601,54.2,58.0,258.6,279.4,41.8,0.0,,,,,132.0,97.0,,,152.0,,,7.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,16288604.0,,,,,,,,,,,,3.045,9516.6,,,,,0.0,,,,,,,,,,,,,,,,""
18853189268,"Jun 9, 2026, 3:44:45 PM",Morning Run,Run,ahhh nothing beats a humid and muggy run w little drizzles 😍,3651,9.78,,,false,,,activities/18853189268.fit,,,3651.0,3612.0,9787.1,3.53,2.71,40.6,41.2,268.2,288.6,21.4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,9846.8,,,,,,,,,,,,,,,,,,,,,,,,,,,2.681,9165.5,,,,,0.0,,,,2.726,,,,,,,,,,,,""
18839701978,"Jun 8, 2026, 2:08:56 PM",Pike Lake!!,Run,with [strava://athletes/171081804/10]leah gonwa and [strava://athletes/119335171/16]Manita Mahapatra:),2817,8.05,193.0,93,false,,,activities/19950912385.fit.gz,,,2817.0,2809.0,8056.3,4.18,2.868,150.4,159.4,304.2,336.4,23.2,-0.1,,,,,193.0,176.0,,158.0,426.0,,,93.0,,,,,,,,,166.0,2818.0,,,0.0,,1.0,8480.4,,,,,,,,,,,,,,,,,,,,,,,,,,,2.86,6458.5,,,,7728.0,0.0,,178.0,151.0,3.019,,,,,,,,,,,,media/F5828818-3759-4C8A-98F9-3FBB1413D634.jpg|media/9630E41F-6EC9-42E7-A13A-27CB33F6A87F.jpg
18827065119,"Jun 7, 2026, 3:32:50 PM",hot hot hot,Run,"yayy we got that summer tan 🙄😭 (not happy:/)
[strava://athletes/119335171/16]Manita Mahapatra since we both woke up so late we should have postponed the run to the evening 🤦‍♀️ (guilty of binge watching a k drama until like 2am) worth it ahhhh idk",3487,9.67,176.0,83,false,,,activities/19938036195.fit.gz,,,3487.0,3480.0,9669.3,4.38,2.779,31.8,32.6,268.2,288.2,13.7,0.0,,,,,176.0,166.0,,144.0,477.0,,,83.0,,,,,,,,,144.0,3489.0,,,0.0,,1.0,9700.6,,,,,,,,,,,,,,,,,,,,,,,,,,,2.773,8405.9,,,,9686.0,0.0,,166.0,131.0,2.788,,,,,,,,,,,,""
18817011579,"Jun 6, 2026, 11:42:33 PM",Evening Run,Run,,4008,12.90,182.0,119,false,,,activities/19927790958.fit.gz,,,4008.0,4001.0,12899.2,5.28,3.224,41.6,40.2,259.6,273.6,23.1,0.0,,,,,182.0,173.0,,167.0,577.0,,,119.0,,,,,,,,,167.0,4009.0,,,0.0,,1.0,12940.2,,,,,,,,,,,,,,,,,,,,,,,,,,,3.218,12654.0,,,,11238.0,0.0,,256.0,152.0,3.234,,,,,,,,,,,,""
18784861287,"Jun 4, 2026, 2:04:29 PM",Morning Run,Run,"oof needed this run, it’s been a long week:/",2302,6.45,171.0,36,false,,,activities/19895057862.fit.gz,,,2302.0,2300.0,6452.9,4.74,2.806,30.8,37.0,269.8,288.0,6.0,-0.1,,,,,171.0,157.0,,147.0,293.0,,,36.0,,,,,,,,,147.0,2304.0,,,0.0,,1.0,6491.8,,,,,,,,,,,,,,,,,,,,,,,,,,,2.803,6174.4,,,,6442.0,0.0,,114.0,134.0,2.823,,,,,,,,,,,,""
18771373204,"Jun 3, 2026, 1:53:06 PM",Morning Run,Run,with [strava://athletes/171081804/10]leah gonwa and [strava://athletes/119335171/16]Manita Mahapatra!!!,3199,9.67,,,false,,,activities/18771373204.fit,,,3199.0,2863.0,9672.6,4.458,3.378,39.6,36.0,259.6,277.8,5.7,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,10048.8,,,,,,,,,,,,,,,,,,,,,,,,,,,3.024,9811.5,,,,,0.0,,,,3.51,,,,,,,,,,,,""
18756813753,"Jun 2, 2026, 2:09:15 PM",Morning Run,Run,"toasted and roasted by uv again 🙄
[strava://athletes/119335171/16]Manita Mahapatra",2851,9.67,187.0,97,false,,,activities/19866517696.fit.gz,,,2851.0,2828.0,9673.8,4.86,3.421,32.0,37.2,267.6,288.0,10.1,-0.1,,,,,187.0,177.0,,176.0,437.0,,,97.0,,,,,,,,,176.0,2852.0,,,0.0,,1.0,9709.3,,,,,,,,,,,,,,,,,,,,,,,,,,,3.393,9419.1,,,,8172.0,0.0,,202.0,160.0,3.433,,,,,,,,,,,,""
18742953932,"Jun 1, 2026, 2:21:20 PM",Morning Run,Run,yeah I admit I did snooze my alarm a couple times this morning 😔,2359,8.08,,,false,,,activities/18742953932.fit,,,2359.0,2359.0,8080.4,4.528,3.425,25.6,22.0,269.6,289.0,5.7,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,8072.8,,,,,,,,,,,,,,,,,,,,,,,,,,,3.425,7779.0,,,,,0.0,,,,3.422,,,,,,,,,,,,""
18716327801,"May 30, 2026, 1:22:08 PM",Morning Run,Run,"Ran into the amazing grace 
 [strava://athletes/128565278/14]Grace Elberson 🫶",3124,9.70,184.0,95,false,,,activities/19825226847.fit.gz,,,3124.0,3122.0,9707.1,5.08,3.109,23.0,26.8,268.6,287.8,5.5,0.0,,,,,184.0,173.0,,161.0,436.0,,,95.0,,,,,,,,,161.0,3125.0,,,0.0,,1.0,9740.7,,,,,,,,,,,,,,,,,,,,,,,,,,,3.107,8482.1,,,,8860.0,0.0,,185.0,146.0,3.12,,,,,,,,,,,,""
18702699509,"May 29, 2026, 12:43:09 PM",Morning Run,Run,"yayy week over:)
ig it doesn’t matter tho bc every day feels the same 😔",3168,9.71,178.0,75,false,,,activities/19811349468.fit.gz,,,3168.0,3158.0,9710.4,4.42,3.075,31.6,36.6,259.0,271.6,10.0,-0.1,,,,,178.0,166.0,,160.0,432.0,,,75.0,,,,,,,,,159.0,3169.0,,,0.0,,1.0,9737.3,,,,,,,,,,,,,,,,,,,,,,,,,,,3.065,9267.4,,,,8968.0,0.0,,184.0,145.0,3.083,,,,,,,,,,,,""
18689551956,"May 28, 2026, 1:08:31 PM",Morning Run,Run,,3194,9.70,173.0,80,false,,,activities/19797974900.fit.gz,,,3194.0,3191.0,9706.2,4.34,3.042,49.6,51.0,268.0,294.2,7.7,0.0,,,,,173.0,166.0,,158.0,437.0,,,80.0,,,,,,,,,158.0,3195.0,,,0.0,,1.0,9747.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.039,8035.3,,,,8998.0,0.0,,183.0,144.0,3.055,,,,,,,,,,,,""
